,Unnamed: 0,trainName,trainNumber,stationFrom,stationTo,trainRunsOnSun,trainRunsOnMon,trainRunsOnTue,trainRunsOnWed,trainRunsOnThu,trainRunsOnFri,trainRunsOnSat,from_DepartureTime,from_StationName,to_StationName,to_ArrivalTime,dayCount,totalDistance
1478,1478,BARKA IPR EXP,28624,BRKA,IPR,Y,Y,Y,Y,Y,Y,Y,16:15,BARKA KANA,ISLAMPUR,10:30,2.0,427.0
1479,1479,PURUSHOTTAM EXP,12801,PURI,NDLS,Y,Y,Y,Y,Y,Y,Y,21:45,PURI,NEW DELHI,04:20,3.0,1857.0
1480,1480,SC DURONTO EXP,22203,VSKP,SC,Y,N,Y,N,Y,N,N,19:45,VISAKHAPATNAM,SECUNDERABAD JN,06:15,2.0,699.0
1481,1481,VSKP QLN EXP,18567,VSKP,QLN,N,N,N,N,Y,N,N,08:20,VISAKHAPATNAM,KOLLAM JN,15:00,2.0,1587.0
1482,1482,ERS MAS EXPRESS,06038,ERS,MAS,N,N,N,N,Y,N,N,19:40,ERNAKULAM JN,MGR CHENNAI CTL,09:35,2.0,702.0
1483,1483,PNBE MLDT EXPRES,13416,PNBE,MLDT,N,Y,N,N,Y,N,Y,21:50,PATNA JN,MALDA TOWN,08:30,2.0,399.0
1484,1484,MARU SAGAR EXP,12977,ERS,AII,Y,N,N,N,N,N,N,20:25,ERNAKULAM JN,AJMER JN,17:10,3.0,2859.0
1485,1485,KOAA GCT EXPRESS,13121,KOAA,GCT,Y,N,N,N,N,N,N,20:05,KOLKATA,GHAZIPUR CITY,10:30,2.0,741.0
1486,1486,JP CHENNAI EXP,12968,JP,MAS,Y,N,N,N,N,Y,N,19:35,JAIPUR,MGR CHENNAI CTL,09:45,3.0,2184.0
1487,1487,NEW TINSUKIA EXP,22501,SBC,NTSK,N,N,Y,N,N,N,N,03:10,KSR BENGALURU,NEW TINSUKIA JN,20:45,3.0,3611.0
1488,1488,ANVT MDP HUMSFR,12236,ANVT,MDP,N,N,N,N,Y,N,N,16:55,ANAND VIHAR TRM,MADHUPUR JN,11:05,2.0,1235.0
1489,1489,PUNE BSL EXP,11026,PUNE,BSL,Y,Y,Y,Y,Y,Y,Y,11:40,PUNE JN,BHUSAVAL JN,21:55,1.0,548.0
1490,1490,DHARTI AABA EXP,22837,HTE,ERS,N,Y,N,N,N,N,N,18:15,HATIA,ERNAKULAM JN,10:55,3.0,2254.0
1491,1491,KALKA SHTBDI,12012,KLK,NDLS,Y,Y,Y,Y,Y,Y,Y,17:45,KALKA,NEW DELHI,21:55,1.0,303.0
1492,1492,NDLS JANSHTBDI,12058,UHL,NDLS,Y,Y,Y,Y,Y,Y,Y,05:00,UNA HIMACHAL,NEW DELHI,12:00,1.0,410.0
1493,1493,GKP GTNR EXP,15009,GKP,STP,Y,Y,Y,Y,Y,Y,Y,22:00,GORAKHPUR JN,SITAPUR,10:15,2.0,434.0
1494,1494,ASR KIR EXPRESS,15708,ASR,KIR,Y,Y,Y,Y,Y,Y,Y,07:10,AMRITSAR JN,KATIHAR JN,20:10,2.0,1805.0
1495,1495,VIKRAMSHILA EXP,12368,ANVT,BGP,Y,Y,Y,Y,Y,Y,Y,14:40,ANAND VIHAR TRM,BHAGALPUR,12:25,2.0,1205.0
1496,1496,NGP CSMT SPECIAL,01074,NGP,CSMT,N,Y,N,N,N,N,N,06:50,NAGPUR,C SHIVAJI MAH T,23:25,1.0,837.0
1497,1497,BBS TPTY EXPRESS,22871,BBS,TPTY,Y,N,N,N,N,N,N,12:00,BHUBANESWAR,TIRUPATI,08:45,2.0,1179.0
1498,1498,BUI SDAH EXP,13106,BUI,SDAH,Y,Y,Y,Y,Y,Y,Y,08:50,BALLIA,SEALDAH,03:50,2.0,679.0
1499,1499,MRJ LD PASSENGER,51431,MRJ,LD,Y,Y,Y,Y,Y,Y,Y,09:25,BELAGAVI,LONDA JN,11:25,1.0,189.0
1500,1500,INDB NAGPUR EXP,12923,INDB,NGP,N,N,Y,N,N,N,N,21:25,INDORE JN BG,NAGPUR,08:25,2.0,607.0
1501,1501,MS QLN EXPRESS,06031,MS,QLN,N,Y,N,Y,N,Y,N,17:00,CHENNAI EGMORE,KOLLAM JN,09:20,2.0,763.0
1502,1502,KALKA SIMLA EXP,52453,KLK,SML,Y,Y,Y,Y,Y,Y,Y,06:20,KALKA,SIMLA,11:35,1.0,96.0
1503,1503,LJN  MAS EXP,16094,LJN,MAS,N,Y,N,N,Y,N,N,16:20,LUCKNOW NE,MGR CHENNAI CTL,10:20,3.0,2088.0
1504,1504,SWARAJ EXPRESS,12471,BDTS,SVDK,Y,Y,N,N,Y,Y,N,07:55,BANDRA TERMINUS,SHMATA VD KATRA,17:10,2.0,2028.0
1505,1505,KLK SVDK EXPRESS,14503,KLK,SVDK,N,N,Y,N,N,Y,N,19:00,KALKA,SHMATA VD KATRA,04:35,2.0,492.0
1506,1506,LTT DOUBLEDECKER,11086,MAO,LTT,N,Y,N,N,Y,N,Y,06:00,MADGAON,LOKMANYATILAK T,17:10,1.0,750.0
1507,1507,SSM GARIB RATH,22410,ANVT,GAYA,N,N,N,N,N,N,Y,19:10,ANAND VIHAR TRM,GAYA JN,10:00,2.0,977.0
1508,1508,DURONTO EXPRESS,22214,PNBE,SHM,N,N,Y,N,Y,N,Y,20:40,PATNA JN,SHALIMAR,05:40,2.0,546.0
1509,1509,NDLS DURONTO EXP,22209,MMCT,NDLS,N,Y,N,N,N,Y,N,23:15,MUMBAI CENTRAL,NEW DELHI,16:30,2.0,1384.0
1510,1510,ARUNACHAL EXP,22412,ANVT,NHLN,Y,N,N,N,Y,N,N,15:45,ANAND VIHAR TRM,NAHARLAGUN,05:55,3.0,2107.0
1511,1511,PURI  ADI EXP,18405,PURI,ADI,N,N,N,Y,N,N,N,18:20,PURI,AHMEDABAD JN,07:25,3.0,1995.0
1512,1512,KRDL VSKP EXP,18513,KRDL,VSKP,Y,Y,Y,Y,Y,Y,Y,15:30,KIRANDUL,VISAKHAPATNAM,03:20,2.0,472.0
1513,1513,KAMAYANI EXPRESS,11071,LTT,BSB,Y,Y,Y,Y,Y,Y,Y,12:40,LOKMANYATILAK T,VARANASI JN,19:25,2.0,1646.0
1514,1514,UDYOG NAGRI EXP,12173,LTT,PBH,Y,N,Y,N,N,N,N,16:25,LOKMANYATILAK T,PARTAPGARH JN,19:05,2.0,1591.0
1515,1515,KKDE MTJ EXPRESS,11902,KKDE,MTJ,N,Y,Y,Y,Y,Y,N,14:55,KURUKSHETRA JN,MATHURA JN,21:35,1.0,298.0
1516,1516,SLN ANVT EXP,14013,SLN,ANVT,Y,N,Y,N,N,N,N,15:30,SULTANPUR,ANAND VIHAR TRM,04:00,2.0,637.0
1517,1517,VIJAYAWADA EXP,17244,RGDA,GNT,Y,Y,Y,Y,Y,Y,Y,15:05,RAYAGADA,GUNTUR JN,05:55,2.0,567.0
1518,1518,SC MTM SPL,07050,SC,MTM,Y,N,N,N,N,N,N,23:55,SECUNDERABAD JN,MACHILIPATNAM,08:55,2.0,394.0
1519,1519,ERSPUNE HUMSAFAR,01468,ERS,PUNE,N,N,N,Y,N,N,N,03:45,ERNAKULAM JN,PUNE JN,12:25,2.0,1722.0
1520,1520,INTERCITY EXP,12726,DWR,SBC,Y,Y,Y,Y,Y,Y,Y,05:15,DHARWAR,KSR BENGALURU,14:05,1.0,490.0
1521,1521,ADI MAS SPL,06052,ADI,MAS,N,Y,N,N,N,N,N,09:40,AHMEDABAD JN,MGR CHENNAI CTL,17:10,2.0,1727.0
1522,1522,SHM  JP  SPL,08061,SHM,JP,N,Y,N,N,N,N,N,20:20,SHALIMAR,JAIPUR,06:35,3.0,1835.0
1523,1523,GHY GARIB RATH,12517,KOAA,GHY,Y,N,N,N,Y,N,N,21:40,KOLKATA,GUWAHATI,15:55,2.0,1027.0
1524,1524,MMR PUNE PASS,51402,MMR,PUNE,Y,Y,Y,Y,Y,Y,Y,21:15,MANMAD JN,PUNE JN,08:30,2.0,313.0
1525,1525,MAS CBE SUVIDHA,82613,MAS,CBE,N,N,N,N,N,Y,N,20:45,MGR CHENNAI CTL,COIMBATORE JN,04:20,2.0,497.0
1526,1526,RJPB HWH EXPRESS,12352,RJPB,HWH,Y,Y,Y,Y,Y,Y,Y,21:00,RAJENDRANAGAR T,HOWRAH JN,06:40,2.0,529.0
1527,1527,HOWRAH MAIL,12840,MAS,HWH,Y,Y,Y,Y,Y,Y,Y,23:45,MGR CHENNAI CTL,HOWRAH JN,04:00,3.0,1662.0
1528,1528,ANANDWAN EXP,22128,KZJ,LTT,N,N,Y,N,N,N,N,18:30,KAZIPET JN,LOKMANYATILAK T,13:45,2.0,1109.0
1529,1529,UDZ HW EXP,19609,UDZ,HW,N,Y,N,N,Y,N,Y,13:05,UDAIPUR CITY,HARIDWAR JN,10:30,2.0,977.0
1530,1530,BHUBANESHWAR EXP,12846,BNC,BBS,N,N,Y,N,N,N,N,08:25,BENGALURU CANT,BHUBANESWAR,11:15,2.0,1511.0
1531,1531,GKP BDTS  EXP,15067,GKP,BDTS,N,N,N,Y,N,N,N,05:30,GORAKHPUR JN,BANDRA TERMINUS,19:10,2.0,1900.0
1532,1532,NDLS PDY EXP,22404,NDLS,PDY,Y,N,N,N,N,N,N,23:45,NEW DELHI,PUDUCHERRY,17:55,3.0,2384.0
1533,1533,SAMPOORN K EXP,12394,NDLS,RJPB,Y,Y,Y,Y,Y,Y,Y,17:25,NEW DELHI,RAJENDRANAGAR T,07:35,2.0,1001.0
1534,1534,PURI YPR G RATH,22883,PURI,YPR,N,N,N,N,N,Y,N,15:00,PURI,YESVANTPUR JN,20:00,2.0,1503.0
1535,1535,ASHRAM EXPRESS,12916,DLI,ADI,Y,Y,Y,Y,Y,Y,Y,15:20,DELHI,AHMEDABAD JN,07:40,2.0,934.0
1536,1536,SAPTAGIRI EXP,16058,TPTY,MAS,Y,Y,Y,Y,Y,Y,Y,18:05,TIRUPATI,MGR CHENNAI CTL,21:55,1.0,151.0
1537,1537,NDLS SHATABDI,12001,HBJ,NDLS,Y,Y,Y,Y,Y,Y,Y,15:00,HABIBGANJ,NEW DELHI,23:30,1.0,707.0
1538,1538,JAN SHATABDI,12076,TVC,CLT,Y,Y,Y,Y,Y,Y,Y,06:00,TRIVANDRUM CNTL,KOZHIKKODE,13:20,1.0,399.0
1539,1539,PUNE HUMSAFAR,11418,NGP,PUNE,N,N,N,N,N,Y,N,15:00,NAGPUR,PUNE JN,08:05,2.0,889.0
1540,1540,PATNA JANSHTBDI,15125,MUV,PNBE,Y,Y,Y,Y,Y,Y,Y,06:20,MANDUADIH,PATNA JN,11:00,1.0,233.0
1541,1541,TEJAS EXPRESS,22119,CSMT,KRMI,Y,N,Y,Y,N,Y,Y,05:50,C SHIVAJI MAH T,KARMALI,14:00,1.0,725.0
1542,1542,JHS LJN  INT EXP,11109,JHS,LJN,Y,Y,Y,Y,Y,Y,Y,06:15,JHANSI JN,LUCKNOW NE,12:05,1.0,294.0
1543,1543,AHMEDABAD PASS,59442,ADI,MMCT,Y,Y,Y,Y,Y,Y,Y,12:40,AHMEDABAD JN,MUMBAI CENTRAL,04:35,2.0,491.0
1544,1544,SHM SC AC  EXP,12773,SHM,SC,N,N,N,Y,N,N,N,16:05,SHALIMAR,SECUNDERABAD JN,18:30,2.0,1578.0
1545,1545,JOYRIDE STEAM,52595,DJ,DJRZ,Y,Y,Y,Y,Y,Y,Y,12:10,DARJEELING,TO DARJEELING,14:10,1.0,14.0
1546,1546,GORAKHPUR EXP,19409,ADI,GKP,N,N,N,N,Y,Y,N,11:35,AHMEDABAD JN,GORAKHPUR JN,19:25,2.0,1573.0
1547,1547,INTERCITY EXP,14212,NDLS,AGC,Y,Y,Y,Y,Y,Y,Y,17:35,NEW DELHI,AGRA CANTT,22:20,1.0,195.0
1548,1548,GKP PNVL EXP,15065,GKP,PNVL,Y,N,Y,N,Y,Y,N,05:30,GORAKHPUR JN,PANVEL,16:20,2.0,1748.0
1549,1549,AGTL SUNDRI EXP,14020,ANVT,AGTL,N,Y,N,N,N,N,N,23:55,ANAND VIHAR TRM,AGARTALA,00:30,4.0,2486.0
1550,1550,AJMER HUMSAFAR,19604,RMM,AII,N,N,Y,N,N,N,N,22:15,RAMESWARAM,AJMER JN,23:25,3.0,2804.0
1551,1551,KYQ ANVT EXPRESS,15621,KYQ,ANVT,N,N,N,N,Y,N,N,05:35,KAMAKHYA,ANAND VIHAR TRM,18:15,2.0,1905.0
1552,1552,ZIYARAT EXPRESS,12396,AII,RJPB,N,N,N,N,Y,N,N,23:55,AJMER JN,RAJENDRANAGAR T,23:15,2.0,1305.0
1553,1553,LTT PURI SUP EX,22865,LTT,PURI,N,N,N,N,Y,N,N,00:15,LOKMANYATILAK T,PURI,08:45,2.0,1851.0
1554,1554,JHELUM EXPRESS,11077,PUNE,JAT,Y,Y,Y,Y,Y,Y,Y,17:20,PUNE JN,JAMMU TAWI,10:10,3.0,2179.0
1555,1555,UMB INTERCITY,14526,SGNR,UMB,Y,Y,Y,Y,Y,Y,Y,14:00,SHRI GANGANAGAR,AMBALA CANT JN,20:55,1.0,328.0
1556,1556,INDRAYANI EXP,22105,CSMT,PUNE,Y,Y,Y,Y,Y,Y,Y,05:40,C SHIVAJI MAH T,PUNE JN,09:05,1.0,192.0
1557,1557,NED LTT EXPRESS,11012,NED,LTT,N,N,N,N,Y,N,N,06:30,H SAHIB NANDED,LOKMANYATILAK T,23:45,1.0,733.0
1558,1558,SATAVAHANA EXP,12714,SC,BZA,Y,Y,Y,Y,Y,Y,Y,16:15,SECUNDERABAD JN,VIJAYAWADA JN,22:10,1.0,350.0
1559,1559,TEJAS EXPRESS,22671,MS,MDU,Y,Y,Y,Y,N,Y,Y,06:00,CHENNAI EGMORE,MADURAI JN,12:30,1.0,497.0
1560,1560,SULTANPUR EXP,14014,ANVT,SLN,N,Y,N,N,N,N,Y,16:25,ANAND VIHAR TRM,SULTANPUR,06:10,2.0,637.0
1561,1561,HWH KIR EXPRESS,13033,HWH,KIR,Y,Y,Y,Y,Y,Y,Y,21:25,HOWRAH JN,KATIHAR JN,09:45,2.0,430.0
1562,1562,ANVT MLDT EXP,13430,ANVT,MLDT,N,N,N,N,N,N,Y,17:10,ANAND VIHAR TRM,MALDA TOWN,23:50,2.0,1408.0
1563,1563,SURAT PASSENGER,59078,BSL,ST,Y,Y,Y,Y,Y,Y,Y,21:15,BHUSAVAL JN,SURAT,07:35,2.0,336.0
1564,1564,DARSHAN EXPRESS,12494,NZM,PUNE,N,N,N,N,N,Y,N,21:35,H NIZAMUDDIN,PUNE JN,21:25,2.0,1520.0
1565,1565,KAVI GURU EXP,13027,HWH,AZ,Y,Y,Y,Y,Y,Y,Y,22:40,HOWRAH JN,AZIMGANJ JN,04:20,2.0,278.0
1566,1566,PTK DLI SF EXP,22430,PTK,DLI,Y,Y,Y,Y,Y,N,Y,07:00,PATHANKOT,DELHI,17:00,1.0,554.0
1567,1567,NZM TVC SF EXP,22656,NZM,TVC,N,N,N,N,N,Y,N,10:05,H NIZAMUDDIN,TRIVANDRUM CNTL,14:50,3.0,3149.0
1568,1568,TPTY SRC SUP EXP,22856,TPTY,SRC,N,Y,N,N,N,N,N,19:50,TIRUPATI,SANTRAGACHI JN,22:20,2.0,1610.0
1569,1569,DEE INTERCITY,14626,FZR,DEE,Y,Y,Y,Y,Y,Y,Y,04:20,FIROZPUR CANT,DELHI S ROHILLA,11:40,1.0,383.0
1570,1570,HWH BKSC PASS,58013,HWH,BKSC,Y,Y,Y,Y,Y,Y,Y,23:05,HOWRAH JN,BOKARO STL CITY,09:05,2.0,367.0
1571,1571,INTERCITY,15719,KIR,SGUJ,Y,Y,Y,Y,Y,Y,Y,06:00,KATIHAR JN,SILIGURI JN,11:15,1.0,203.0
1572,1572,BUNDELKHAND EXP,11107,GWL,BSB,Y,Y,Y,Y,Y,Y,Y,20:40,GWALIOR,VARANASI JN,10:50,2.0,624.0
1573,1573,KARWAR  EXP,16513,SBC,KAWR,N,N,N,Y,Y,Y,Y,19:15,KSR BENGALURU,KARWAR,12:30,2.0,778.0
1574,1574,RJPB LINK EXP,23225,SHC,RJPB,N,Y,Y,Y,Y,Y,Y,12:20,SAHARSA JN,RAJENDRANAGAR T,19:25,1.0,217.0
1575,1575,INTERCITY   EXP,13401,BGP,DNR,Y,Y,Y,Y,Y,Y,Y,05:35,BHAGALPUR,DANAPUR,12:40,1.0,231.0
1576,1576,FAST PASSENGER,51027,CSMT,PVR,N,N,N,N,Y,Y,Y,22:55,C SHIVAJI MAH T,PANDHARPUR,10:30,2.0,429.0
1577,1577,JSM HWH SF EXP,12372,JSM,HWH,N,N,N,N,Y,N,N,01:25,JAISALMER,HOWRAH JN,16:55,2.0,2245.0
1578,1578,ARANYAK EXPRESS,12886,BJE,SHM,N,Y,Y,Y,Y,Y,Y,13:20,BHOJUDIH JN,SHALIMAR,19:00,1.0,311.0
1579,1579,MATSYAGANDHA EXP,12619,LTT,MAQ,Y,Y,Y,Y,Y,Y,Y,15:20,LOKMANYATILAK T,MANGALURU CNTL,07:30,2.0,1186.0
1580,1580,AVADH ASSAM EXP,15910,LGH,DBRG,Y,Y,Y,Y,Y,Y,Y,19:50,LALGARH JN,DIBRUGARH,15:55,4.0,3115.0
1581,1581,NSL MAS WKLY EXP,16004,NSL,MAS,N,Y,N,N,N,N,N,13:30,NAGARSOL,MGR CHENNAI CTL,16:45,2.0,1369.0
1582,1582,MITHILA EXPRESS,13022,RXL,HWH,Y,Y,Y,Y,Y,Y,Y,10:00,RAXAUL JN,HOWRAH JN,04:05,2.0,693.0
1583,1583,TPTY PURI EXP,17480,TPTY,PURI,N,Y,Y,Y,N,Y,Y,10:35,TIRUPATI,PURI,14:50,2.0,1231.0
1584,1584,MTJ KKDE EXPRESS,11901,MTJ,KKDE,N,Y,Y,Y,Y,Y,N,05:30,MATHURA JN,KURUKSHETRA JN,12:40,1.0,298.0
1585,1585,ANVT GARIB RATH,22409,GAYA,ANVT,Y,N,N,N,N,N,N,19:30,GAYA JN,ANAND VIHAR TRM,11:55,2.0,977.0
1586,1586,YPR HATIA EXP,12836,YPR,HTE,N,N,N,Y,N,Y,N,08:30,YESVANTPUR JN,HATIA,19:05,2.0,1904.0
1587,1587,HWH ANVT YUVA,12249,HWH,ANVT,N,N,N,N,N,N,Y,18:40,HOWRAH JN,ANAND VIHAR TRM,11:20,2.0,1434.0
1588,1588,MAQ KCG EXPRESS,17605,MAQ,KCG,N,N,N,Y,N,N,Y,20:15,MANGALURU CNTL,KACHEGUDA,23:50,2.0,1532.0
1589,1589,TPTY HUMSAFAR,22706,JAT,TPTY,N,N,N,N,N,Y,N,05:30,JAMMU TAWI,TIRUPATI,11:25,3.0,2983.0
1590,1590,LOHIT EXPRESS,15652,JAT,GHY,N,N,N,Y,N,N,N,22:45,JAMMU TAWI,GUWAHATI,23:40,3.0,2351.0
1591,1591,VSKP KRDL EXP,18514,VSKP,KRDL,Y,Y,Y,Y,Y,Y,Y,21:40,VISAKHAPATNAM,KIRANDUL,09:40,2.0,472.0
1592,1592,OKHA  NDT EXP,19575,OKHA,NDT,N,N,N,N,N,N,Y,07:30,OKHA,NATHDWARA,05:50,2.0,1136.0
1593,1593,TIRUPATHI EXP,22617,SBC,TPTY,N,Y,N,Y,N,N,Y,07:40,KSR BENGALURU,TIRUPATI,13:40,1.0,337.0
1594,1594,PALAMOU EXPRESS,13347,BRKA,PNBE,Y,Y,Y,Y,Y,Y,Y,18:10,BARKA KANA,PATNA JN,08:10,2.0,494.0
1595,1595,JODHPUR EXPRESS,16508,SBC,JU,N,Y,N,Y,N,N,N,21:50,KSR BENGALURU,BHAGAT KI KOTHI,16:12,3.0,2117.0
1596,1596,PUNE AMI AC EXP,22117,PUNE,AMI,N,N,N,Y,N,N,N,15:15,PUNE JN,AMRAVATI,03:15,2.0,724.0
1597,1597,UAM ONR PASSR,56139,UAM,ONR,Y,Y,Y,Y,Y,Y,Y,09:15,UDAGAMANDALAM,COONOOR,10:25,1.0,19.0
1598,1598,SHATABDI EXP,12086,DBRG,GHY,N,Y,N,Y,N,Y,N,05:00,DIBRUGARH,GUWAHATI,13:55,1.0,506.0
1599,1599,LTT MANMAD EXP,12117,LTT,MMR,Y,Y,Y,Y,Y,Y,Y,15:00,LOKMANYATILAK T,MANMAD JN,19:25,1.0,245.0
1600,1600,SAMPARK KRANTI,12629,YPR,NZM,N,N,Y,N,Y,N,N,13:45,YESVANTPUR JN,H NIZAMUDDIN,13:00,3.0,2610.0
1601,1601,GARBHA EXPRESS,12938,HWH,GIMB,N,Y,N,N,N,N,N,23:00,HOWRAH JN,GANDHIDHAM BG,16:30,3.0,2510.0
1602,1602,PURSHOTTAM EXP,12802,NDLS,PURI,Y,Y,Y,Y,Y,Y,Y,22:25,NEW DELHI,PURI,05:30,3.0,1857.0
1603,1603,UDZ KURJ EXP,19666,UDZ,KURJ,Y,Y,Y,Y,Y,Y,Y,22:20,UDAIPUR CITY,KHAJURAHO,19:50,2.0,1096.0
1604,1604,SHRAMIK EXPRESS,19051,BL,MFP,N,N,N,N,N,N,Y,20:15,VALSAD,MUZAFFARPUR JN,07:15,3.0,1788.0
1605,1605,LATUR CSMT EXP,22108,LUR,CSMT,N,Y,Y,Y,N,Y,N,22:30,LATUR,C SHIVAJI MAH T,07:55,2.0,530.0
1606,1606,KANNYAKUMARI EXP,12665,HWH,CAPE,N,Y,N,N,N,N,N,16:10,HOWRAH JN,KANYAKUMARI,10:50,3.0,2408.0
1607,1607,ZIYARAT EXPRESS,12395,RJPB,AII,N,N,N,Y,N,N,N,18:30,RAJENDRANAGAR T,AJMER JN,15:10,2.0,1305.0
1608,1608,KCG  VSKP SPL,07016,KCG,VSKP,N,N,Y,N,N,N,N,18:45,KACHEGUDA,VISAKHAPATNAM,07:50,2.0,669.0
1609,1609,MUV PUNE SPECIAL,01498,MUV,PUNE,N,N,N,N,N,N,Y,04:45,MANDUADIH,PUNE JN,12:00,2.0,1536.0
1610,1610,AII AF SUPERFAST,22987,AII,AF,Y,Y,Y,Y,Y,Y,Y,06:00,AJMER JN,AGRA FORT,12:20,1.0,376.0
1611,1611,LTT GKP EXPRESS,11081,LTT,GKP,N,N,N,Y,N,N,N,15:50,LOKMANYATILAK T,GORAKHPUR JN,02:05,3.0,1727.0
1612,1612,INTERCITY EXP,12725,SBC,DWR,Y,Y,Y,Y,Y,Y,Y,13:00,KSR BENGALURU,DHARWAR,21:50,1.0,490.0
1613,1613,BANGALORE EXP,12678,ERS,SBC,Y,Y,Y,Y,Y,Y,Y,09:10,ERNAKULAM JN,KSR BENGALURU,19:50,1.0,587.0
1614,1614,SHRI SHAKTI EXP,22462,SVDK,NDLS,Y,Y,Y,Y,Y,Y,Y,23:05,SHMATA VD KATRA,NEW DELHI,10:35,2.0,655.0
1615,1615,KOTA JBP EXPRESS,19809,KOTA,JBP,Y,Y,Y,Y,Y,Y,Y,19:00,KOTA JN,JABALPUR,10:30,2.0,655.0
1616,1616,LUCKNOW EXP,16093,MAS,LJN,N,N,Y,N,N,N,Y,05:15,MGR CHENNAI CTL,LUCKNOW NE,20:40,2.0,2094.0
1617,1617,ARA RNC EXP,18639,ARA,RNC,Y,N,N,N,N,N,N,10:00,ARA,RANCHI,21:45,1.0,517.0
1618,1618,GWL PUNE EXP,11102,GWL,PUNE,N,N,N,N,N,N,Y,15:00,GWALIOR,PUNE JN,20:05,2.0,1372.0
1619,1619,BSP REWA EXP,18247,BSP,REWA,Y,Y,Y,Y,Y,Y,Y,18:40,BILASPUR JN,REWA,05:55,2.0,467.0
1620,1620,SAHYADRI EXPRES,11023,CSMT,KOP,Y,Y,Y,Y,Y,Y,Y,17:50,C SHIVAJI MAH T,C SHAHUMHARAJ T,06:05,2.0,518.0
1621,1621,KYQ LMG PASS,55601,KYQ,LMG,Y,Y,Y,Y,Y,Y,Y,05:30,GUWAHATI,LUMDING JN,12:15,1.0,188.0
1622,1622,MAITREE EXPRESS,13109,KOAA,DAKA,N,N,Y,N,N,Y,N,07:10,KOLKATA,DHAKA,16:05,1.0,375.0
1623,1623,SBC DOUBLE DECK,22625,MAS,SBC,Y,Y,Y,Y,Y,Y,Y,07:25,MGR CHENNAI CTL,KSR BENGALURU,13:10,1.0,362.0
1624,1624,SC  VSKP AC EXP,12784,SC,VSKP,N,N,N,N,N,N,Y,17:55,SECUNDERABAD JN,VISAKHAPATNAM,06:50,2.0,699.0
1625,1625,DOON EXPRESS,13009,HWH,DDN,Y,Y,Y,Y,Y,Y,Y,20:25,HOWRAH JN,DEHRADUN,07:35,3.0,1557.0
1626,1626,VARUNA EXPRESS,24227,BSB,CNB,Y,N,Y,Y,N,Y,Y,04:45,VARANASI JN,KANPUR CENTRAL,11:35,1.0,357.0
1627,1627,MRJ BGM PASSENGR,51463,MRJ,BGM,Y,Y,Y,Y,Y,Y,Y,19:25,MIRAJ JN,BELAGAVI,23:00,1.0,138.0
1628,1628,SUR INTERCITY,12169,PUNE,SUR,Y,Y,Y,Y,Y,Y,Y,09:30,PUNE JN,SOLAPUR JN,13:30,1.0,264.0
1629,1629,RNC BSB EXPRESS,18611,RNC,BSB,N,Y,Y,N,N,Y,Y,20:10,RANCHI,VARANASI JN,08:55,2.0,572.0
1630,1630,LMG KYQ PASS,55602,LMG,KYQ,Y,Y,Y,Y,Y,Y,Y,14:25,LUMDING JN,GUWAHATI,22:00,1.0,181.0
1631,1631,TRIVANDRUM MAIL,12623,MAS,TVC,Y,Y,Y,Y,Y,Y,Y,19:45,MGR CHENNAI CTL,TRIVANDRUM CNTL,12:15,2.0,922.0
1632,1632,RANAKPUR EXPRES,14708,BDTS,BKN,Y,Y,Y,Y,Y,Y,Y,15:05,BANDRA TERMINUS,BIKANER JN,15:30,2.0,1213.0
1633,1633,JP LJN EXP,19715,JP,LJN,Y,N,Y,N,N,Y,N,21:00,JAIPUR,LUCKNOW NE,10:25,2.0,676.0
1634,1634,CHAMBAL EXPRESS,12176,GWL,HWH,N,N,Y,N,Y,N,Y,07:15,GWALIOR,HOWRAH JN,06:50,2.0,1285.0
1635,1635,SHATABDI EXPRES,12020,RNC,HWH,N,Y,Y,Y,Y,Y,Y,13:45,RANCHI,HOWRAH JN,21:30,1.0,438.0
1636,1636,MUMBAI EXPRESS,11042,MAS,CSMT,Y,Y,Y,Y,Y,Y,Y,12:20,MGR CHENNAI CTL,C SHIVAJI MAH T,13:35,2.0,1284.0
1637,1637,HWH CSMT EXPRES,12870,HWH,CSMT,N,N,N,N,N,Y,N,14:35,HOWRAH JN,C SHIVAJI MAH T,23:15,2.0,1968.0
1638,1638,GUWAHATI EXP,12509,BNC,GHY,N,N,N,Y,Y,Y,N,23:40,BENGALURU CANT,GUWAHATI,06:00,4.0,2981.0
1639,1639,VSKP  TPTY SPL,08573,VSKP,TPTY,N,Y,N,N,N,N,N,22:55,VISAKHAPATNAM,TIRUPATI,13:25,2.0,759.0
1640,1640,NAGERCOIL EXP,22668,CBE,NCJ,Y,Y,Y,Y,Y,Y,Y,19:20,COIMBATORE JN,NAGERCOIL JN,04:55,2.0,536.0
1641,1641,DEC JP  SPL,09726,DEC,JP,N,N,Y,N,Y,Y,N,15:20,DELHI CANTT,JAIPUR,21:20,1.0,294.0
1642,1642,TRIVANDRUM EXP,16341,GUV,TVC,Y,Y,Y,Y,Y,Y,Y,03:15,GURUVAYUR,TRIVANDRUM CNTL,09:50,1.0,303.0
1643,1643,TN MS EXPRESS,06054,TN,MS,N,N,Y,N,N,N,N,14:45,TUTICORIN,CHENNAI EGMORE,03:15,2.0,656.0
